13:04:58 [INFO] Opening target process: csgo.exe
22:19:47 [INFO] Found netvar: m_iHealth => 0x100
22:19:47 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
22:19:47 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
22:19:47 [INFO] Found netvar: m_iObserverMode => 0x3388
22:19:47 [INFO] Found netvar: m_iShotsFired => 0x103E0
22:19:47 [INFO] Found netvar: m_iState => 0x3268
22:19:47 [INFO] Found netvar: m_iTeamNum => 0xF4
22:19:47 [INFO] Found netvar: m_lifeState => 0x25F
22:19:47 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
22:19:47 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
22:19:47 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
22:19:47 [INFO] Found netvar: m_iDefaultFOV => 0x333C
22:19:47 [INFO] Found netvar: m_iFOV => 0x31F4
22:19:47 [INFO] Found netvar: m_nForceBone => 0x268C
22:19:47 [INFO] Found netvar: m_nTickBase => 0x3440
22:19:47 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
22:19:47 [INFO] Found netvar: m_szCustomName => 0x304C
22:19:47 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
22:19:47 [INFO] Found netvar: m_vecOrigin => 0x138
22:19:47 [INFO] Found netvar: m_vecVelocity => 0x114
22:19:47 [INFO] Found netvar: m_vecViewOffset => 0x108
22:19:47 [INFO] Found netvar: m_viewPunchAngle => 0x3030
22:19:47 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
22:19:47 [INFO] Found netvar: m_clrRender => 0x70
22:19:47 [INFO] Found netvar: m_bBombTicking => 0x2990
22:19:47 [INFO] Found netvar: m_bBombDefused => 0x29C0
22:19:47 [INFO] Found netvar: m_flC4Blow => 0x29A0
22:19:47 [INFO] Found netvar: m_hBombDefuser => 0x29C4
22:19:47 [INFO] Found netvar: m_flTimerLength => 0x29A4
22:19:47 [INFO] Found netvar: m_flDefuseLength => 0x29B8
22:19:47 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
22:19:47 [INFO] Found netvar: m_nBombSite => 0x2994
22:19:47 [INFO] Found netvar: cs_gamerules_data => 0x0
22:19:47 [INFO] Found netvar: m_SurvivalRules => 0xD00
22:19:47 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
22:19:47 [INFO] Found netvar: m_bIsValveDS => 0x7C
22:19:47 [INFO] Found netvar: m_bFreezePeriod => 0x20
22:19:47 [INFO] Found netvar: m_bBombPlanted => 0x9A5
22:19:47 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
22:19:47 [INFO] Found netvar: m_flSimulationTime => 0x268
22:19:47 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
22:19:47 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
22:19:47 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
22:19:47 [INFO] Found netvar: m_flNextAttack => 0x2D80
22:19:47 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
22:19:47 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
22:19:47 [INFO] Found netvar: m_bStartedArming => 0x3400
22:19:47 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
22:19:47 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
22:19:47 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
22:19:47 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
22:19:47 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
22:19:47 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
22:19:47 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
22:19:47 [INFO] Found netvar: m_nModelIndex => 0x258
22:19:47 [INFO] Finished netvar scanning: 94/94 items successful
13:51:57 [INFO] Opening target process: csgo.exe
13:51:57 [INFO] Starting signature scanning: 58 items
13:51:57 [INFO] Found signature: dwClientState => 0x59F19C
13:51:57 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
13:51:57 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
13:51:57 [INFO] Found signature: dwClientState_Map => 0x28C
13:51:57 [INFO] Found signature: dwClientState_MapDirectory => 0x188
13:51:57 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
13:51:57 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
13:51:57 [INFO] Found signature: dwClientState_State => 0x108
13:51:57 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
13:51:57 [INFO] Found signature: clientstate_delta_ticks => 0x174
13:51:57 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
13:51:57 [INFO] Found signature: clientstate_choked_commands => 0x4D30
13:51:57 [INFO] Found signature: clientstate_net_channel => 0x9C
13:51:57 [INFO] Found signature: dwEntityList => 0x4DFEF0C
13:51:57 [INFO] Found signature: dwForceAttack => 0x322CD48
13:51:57 [INFO] Found signature: dwForceAttack2 => 0x322CD54
13:51:57 [INFO] Found signature: dwForceBackward => 0x322CD9C
13:51:57 [INFO] Found signature: dwForceForward => 0x322CD90
13:51:57 [INFO] Found signature: dwForceJump => 0x52BAC68
13:51:57 [INFO] Found signature: dwForceLeft => 0x322CDA8
13:51:57 [INFO] Found signature: dwForceRight => 0x322CDB4
13:51:57 [INFO] Found signature: dwGameDir => 0x63AD80
13:51:57 [INFO] Found signature: dwGameRulesProxy => 0x532E474
13:51:57 [INFO] Found signature: dwGetAllClasses => 0xE0AF84
13:51:57 [INFO] Found signature: dwGlobalVars => 0x59EE60
13:51:57 [INFO] Found signature: dwGlowObjectManager => 0x5359988
13:51:57 [INFO] Found signature: dwInput => 0x525C4E0
13:51:57 [INFO] Found signature: dwInterfaceLinkList => 0x99A804
13:51:57 [INFO] Found signature: dwLocalPlayer => 0xDE997C
13:51:57 [INFO] Found signature: dwMouseEnable => 0x5238140
13:51:57 [INFO] Found signature: dwMouseEnablePtr => 0x5238110
13:51:57 [INFO] Found signature: dwPlayerResource => 0x322B0B0
13:51:57 [INFO] Found signature: dwRadarBase => 0x52359E4
13:51:57 [INFO] Found signature: dwSensitivity => 0xDEDB98
13:51:57 [INFO] Found signature: dwSensitivityPtr => 0xDEDB98
13:51:57 [INFO] Found signature: dwSetClanTag => 0x8DA80
13:51:57 [INFO] Found signature: dwViewMatrix => 0x4DEFD54
13:51:57 [INFO] Found signature: dwWeaponTable => 0x525D5BC
13:51:57 [INFO] Found signature: dwWeaponTableIndex => 0x326C
13:51:57 [INFO] Found signature: dwYawPtr => 0xDED928
13:51:57 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDF3398
13:51:57 [INFO] Found signature: dwbSendPackets => 0xDD2B2
13:51:57 [INFO] Found signature: dwppDirect3DDevice9 => 0xA62C0
13:51:57 [INFO] Found signature: m_pStudioHdr => 0x2950
13:51:57 [INFO] Found signature: m_yawClassPtr => 0xDED928
13:51:57 [INFO] Found signature: m_pitchClassPtr => 0x5238038
13:51:57 [INFO] Found signature: interface_engine_cvar => 0x3FA9C
13:51:57 [INFO] Found signature: convar_name_hash_table => 0x301A0
13:51:57 [INFO] Found signature: m_bDormant => 0xED
13:51:57 [INFO] Found signature: model_ambient_min => 0x5A1194
13:51:57 [INFO] Found signature: set_abs_angles => 0x1E6D00
13:51:57 [INFO] Found signature: set_abs_origin => 0x1E6B40
13:51:57 [INFO] Found signature: is_c4_owner => 0x3E63F0
13:51:57 [INFO] Found signature: force_update_spectator_glow => 0x3D8BEA
13:51:57 [INFO] Found signature: anim_overlays => 0x2990
13:51:57 [INFO] Found signature: m_flSpawnTime => 0x103C0
13:51:57 [INFO] Found signature: find_hud_element => 0x3216F630
13:51:57 [INFO] Found signature: m_bIsLocalPlayer => 0x3628
13:51:57 [INFO] Finished signature scanning: 58/58 items successful
13:51:57 [INFO] Starting netvar scanning: 94 items
13:51:57 [INFO] Found netvar: m_ArmorValue => 0x117CC
13:51:57 [INFO] Found netvar: m_Collision => 0x320
13:51:57 [INFO] Found netvar: m_CollisionGroup => 0x474
13:51:57 [INFO] Found netvar: m_Local => 0x2FCC
13:51:57 [INFO] Found netvar: m_MoveType => 0x25B
13:51:57 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
13:51:57 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
13:51:57 [INFO] Found netvar: m_aimPunchAngle => 0x303C
13:51:57 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
13:51:57 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
13:51:57 [INFO] Found netvar: m_bHasDefuser => 0x117DC
13:51:57 [INFO] Found netvar: m_bHasHelmet => 0x117C0
13:51:57 [INFO] Found netvar: m_bInReload => 0x3248
13:51:57 [INFO] Found netvar: m_bIsDefusing => 0x997C
13:51:57 [INFO] Found netvar: m_bIsScoped => 0x9974
13:51:57 [INFO] Found netvar: m_bSpotted => 0x93D
13:51:57 [INFO] Found netvar: m_bSpottedByMask => 0x980
13:51:57 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
13:51:57 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
13:51:57 [INFO] Found netvar: m_fFlags => 0x104
13:51:57 [INFO] Found netvar: m_hViewModel => 0x3308
13:51:57 [INFO] Found netvar: m_flFallbackWear => 0x31E0
13:51:57 [INFO] Found netvar: m_flFlashDuration => 0x10470
13:51:57 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
13:51:57 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
13:51:57 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
13:51:57 [INFO] Found netvar: m_hMyWeapons => 0x2F08
13:51:57 [INFO] Found netvar: m_hObserverTarget => 0x339C
13:51:57 [INFO] Found netvar: m_hOwner => 0x29DC
13:51:57 [INFO] Found netvar: m_hOwnerEntity => 0x14C
13:51:57 [INFO] Found netvar: m_iAccountID => 0x2FD8
13:51:57 [INFO] Found netvar: m_iClip1 => 0x3274
13:51:57 [INFO] Found netvar: m_zoomLevel => 0x33E0
13:51:57 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
13:51:57 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
13:51:57 [INFO] Found netvar: m_iCrosshairId => 0x117DC
13:51:57 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
13:51:57 [INFO] Found netvar: m_iFOVStart => 0x31F8
13:51:57 [INFO] Found netvar: m_iGlowIndex => 0x10470
13:51:57 [INFO] Found netvar: m_iHealth => 0x100
13:51:57 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
13:51:57 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
13:51:57 [INFO] Found netvar: m_iObserverMode => 0x3388
13:51:57 [INFO] Found netvar: m_iShotsFired => 0x103E0
13:51:57 [INFO] Found netvar: m_iState => 0x3268
13:51:57 [INFO] Found netvar: m_iTeamNum => 0xF4
13:51:57 [INFO] Found netvar: m_lifeState => 0x25F
13:51:57 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
13:51:57 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
13:51:57 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
13:51:57 [INFO] Found netvar: m_iDefaultFOV => 0x333C
13:51:57 [INFO] Found netvar: m_iFOV => 0x31F4
13:51:57 [INFO] Found netvar: m_nForceBone => 0x268C
13:51:57 [INFO] Found netvar: m_nTickBase => 0x3440
13:51:57 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
13:51:57 [INFO] Found netvar: m_szCustomName => 0x304C
13:51:57 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
13:51:57 [INFO] Found netvar: m_vecOrigin => 0x138
13:51:57 [INFO] Found netvar: m_vecVelocity => 0x114
13:51:57 [INFO] Found netvar: m_vecViewOffset => 0x108
13:51:57 [INFO] Found netvar: m_viewPunchAngle => 0x3030
13:51:57 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
13:51:57 [INFO] Found netvar: m_clrRender => 0x70
13:51:57 [INFO] Found netvar: m_bBombTicking => 0x2990
13:51:57 [INFO] Found netvar: m_bBombDefused => 0x29C0
13:51:57 [INFO] Found netvar: m_flC4Blow => 0x29A0
13:51:57 [INFO] Found netvar: m_hBombDefuser => 0x29C4
13:51:57 [INFO] Found netvar: m_flTimerLength => 0x29A4
13:51:57 [INFO] Found netvar: m_flDefuseLength => 0x29B8
13:51:57 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
13:51:57 [INFO] Found netvar: m_nBombSite => 0x2994
13:51:57 [INFO] Found netvar: cs_gamerules_data => 0x0
13:51:57 [INFO] Found netvar: m_SurvivalRules => 0xD00
13:51:57 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
13:51:57 [INFO] Found netvar: m_bIsValveDS => 0x7C
13:51:57 [INFO] Found netvar: m_bFreezePeriod => 0x20
13:51:57 [INFO] Found netvar: m_bBombPlanted => 0x9A5
13:51:57 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
13:51:57 [INFO] Found netvar: m_flSimulationTime => 0x268
13:51:57 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
13:51:57 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
13:51:57 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
13:51:57 [INFO] Found netvar: m_flNextAttack => 0x2D80
13:51:57 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
13:51:57 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
13:51:57 [INFO] Found netvar: m_bStartedArming => 0x3400
13:51:57 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
13:51:57 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
13:51:57 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
13:51:57 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
13:51:57 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
13:51:57 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
13:51:57 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
13:51:57 [INFO] Found netvar: m_nModelIndex => 0x258
13:51:57 [INFO] Finished netvar scanning: 94/94 items successful
22:03:58 [INFO] Opening target process: csgo.exe
22:03:58 [INFO] Starting signature scanning: 58 items
22:03:59 [INFO] Found signature: dwClientState => 0x59F19C
22:03:59 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
22:03:59 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
22:03:59 [INFO] Found signature: dwClientState_Map => 0x28C
22:03:59 [INFO] Found signature: dwClientState_MapDirectory => 0x188
22:03:59 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
22:03:59 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
22:03:59 [INFO] Found signature: dwClientState_State => 0x108
22:03:59 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
22:03:59 [INFO] Found signature: clientstate_delta_ticks => 0x174
22:03:59 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
22:03:59 [INFO] Found signature: clientstate_choked_commands => 0x4D30
22:03:59 [INFO] Found signature: clientstate_net_channel => 0x9C
22:03:59 [INFO] Found signature: dwEntityList => 0x4DFEF0C
22:03:59 [INFO] Found signature: dwForceAttack => 0x322CD48
22:03:59 [INFO] Found signature: dwForceAttack2 => 0x322CD54
22:03:59 [INFO] Found signature: dwForceBackward => 0x322CD9C
22:03:59 [INFO] Found signature: dwForceForward => 0x322CD90
22:03:59 [INFO] Found signature: dwForceJump => 0x52BAC68
22:03:59 [INFO] Found signature: dwForceLeft => 0x322CDA8
22:03:59 [INFO] Found signature: dwForceRight => 0x322CDB4
22:03:59 [INFO] Found signature: dwGameDir => 0x63AD80
22:03:59 [INFO] Found signature: dwGameRulesProxy => 0x532E474
22:03:59 [INFO] Found signature: dwGetAllClasses => 0xE0AF84
22:03:59 [INFO] Found signature: dwGlobalVars => 0x59EE60
22:03:59 [INFO] Found signature: dwGlowObjectManager => 0x5359988
22:03:59 [INFO] Found signature: dwInput => 0x525C4E0
22:03:59 [INFO] Found signature: dwInterfaceLinkList => 0x99A804
22:03:59 [INFO] Found signature: dwLocalPlayer => 0xDE997C
22:03:59 [INFO] Found signature: dwMouseEnable => 0x5238140
22:03:59 [INFO] Found signature: dwMouseEnablePtr => 0x5238110
22:03:59 [INFO] Found signature: dwPlayerResource => 0x322B0B0
22:03:59 [INFO] Found signature: dwRadarBase => 0x52359E4
22:03:59 [INFO] Found signature: dwSensitivity => 0xDEDB98
22:03:59 [INFO] Found signature: dwSensitivityPtr => 0xDEDB98
22:03:59 [INFO] Found signature: dwSetClanTag => 0x8DA80
22:03:59 [INFO] Found signature: dwViewMatrix => 0x4DEFD54
22:03:59 [INFO] Found signature: dwWeaponTable => 0x525D5BC
22:03:59 [INFO] Found signature: dwWeaponTableIndex => 0x326C
22:03:59 [INFO] Found signature: dwYawPtr => 0xDED928
22:03:59 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDF3398
22:03:59 [INFO] Found signature: dwbSendPackets => 0xDD2B2
22:03:59 [INFO] Found signature: dwppDirect3DDevice9 => 0xA62C0
22:03:59 [INFO] Found signature: m_pStudioHdr => 0x2950
22:03:59 [INFO] Found signature: m_yawClassPtr => 0xDED928
22:03:59 [INFO] Found signature: m_pitchClassPtr => 0x5238038
22:03:59 [INFO] Found signature: interface_engine_cvar => 0x3FA9C
22:03:59 [INFO] Found signature: convar_name_hash_table => 0x301A0
22:03:59 [INFO] Found signature: m_bDormant => 0xED
22:03:59 [INFO] Found signature: model_ambient_min => 0x5A1194
22:03:59 [INFO] Found signature: set_abs_angles => 0x1E6D00
22:03:59 [INFO] Found signature: set_abs_origin => 0x1E6B40
22:03:59 [INFO] Found signature: is_c4_owner => 0x3E63F0
22:03:59 [INFO] Found signature: force_update_spectator_glow => 0x3D8BEA
22:03:59 [INFO] Found signature: anim_overlays => 0x2990
22:03:59 [INFO] Found signature: m_flSpawnTime => 0x103C0
22:03:59 [INFO] Found signature: find_hud_element => 0x325BF630
22:03:59 [INFO] Found signature: m_bIsLocalPlayer => 0x3628
22:03:59 [INFO] Finished signature scanning: 58/58 items successful
22:03:59 [INFO] Starting netvar scanning: 94 items
22:03:59 [INFO] Found netvar: m_ArmorValue => 0x117CC
22:03:59 [INFO] Found netvar: m_Collision => 0x320
22:03:59 [INFO] Found netvar: m_CollisionGroup => 0x474
22:03:59 [INFO] Found netvar: m_Local => 0x2FCC
22:03:59 [INFO] Found netvar: m_MoveType => 0x25B
22:03:59 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
22:03:59 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
22:03:59 [INFO] Found netvar: m_aimPunchAngle => 0x303C
22:03:59 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
22:03:59 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
22:03:59 [INFO] Found netvar: m_bHasDefuser => 0x117DC
22:03:59 [INFO] Found netvar: m_bHasHelmet => 0x117C0
22:03:59 [INFO] Found netvar: m_bInReload => 0x3248
22:03:59 [INFO] Found netvar: m_bIsDefusing => 0x997C
22:03:59 [INFO] Found netvar: m_bIsScoped => 0x9974
22:03:59 [INFO] Found netvar: m_bSpotted => 0x93D
22:03:59 [INFO] Found netvar: m_bSpottedByMask => 0x980
22:03:59 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
22:03:59 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
22:03:59 [INFO] Found netvar: m_fFlags => 0x104
22:03:59 [INFO] Found netvar: m_hViewModel => 0x3308
22:03:59 [INFO] Found netvar: m_flFallbackWear => 0x31E0
22:03:59 [INFO] Found netvar: m_flFlashDuration => 0x10470
22:03:59 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
22:03:59 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
22:03:59 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
22:03:59 [INFO] Found netvar: m_hMyWeapons => 0x2F08
22:03:59 [INFO] Found netvar: m_hObserverTarget => 0x339C
22:03:59 [INFO] Found netvar: m_hOwner => 0x29DC
22:03:59 [INFO] Found netvar: m_hOwnerEntity => 0x14C
22:03:59 [INFO] Found netvar: m_iAccountID => 0x2FD8
22:03:59 [INFO] Found netvar: m_iClip1 => 0x3274
22:03:59 [INFO] Found netvar: m_zoomLevel => 0x33E0
22:03:59 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
22:03:59 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
22:03:59 [INFO] Found netvar: m_iCrosshairId => 0x117DC
22:03:59 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
22:03:59 [INFO] Found netvar: m_iFOVStart => 0x31F8
22:03:59 [INFO] Found netvar: m_iGlowIndex => 0x10470
22:03:59 [INFO] Found netvar: m_iHealth => 0x100
22:03:59 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
22:03:59 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
22:03:59 [INFO] Found netvar: m_iObserverMode => 0x3388
22:03:59 [INFO] Found netvar: m_iShotsFired => 0x103E0
22:03:59 [INFO] Found netvar: m_iState => 0x3268
22:03:59 [INFO] Found netvar: m_iTeamNum => 0xF4
22:03:59 [INFO] Found netvar: m_lifeState => 0x25F
22:03:59 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
22:03:59 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
22:03:59 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
22:03:59 [INFO] Found netvar: m_iDefaultFOV => 0x333C
22:03:59 [INFO] Found netvar: m_iFOV => 0x31F4
22:03:59 [INFO] Found netvar: m_nForceBone => 0x268C
22:03:59 [INFO] Found netvar: m_nTickBase => 0x3440
22:03:59 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
22:03:59 [INFO] Found netvar: m_szCustomName => 0x304C
22:03:59 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
22:03:59 [INFO] Found netvar: m_vecOrigin => 0x138
22:03:59 [INFO] Found netvar: m_vecVelocity => 0x114
22:03:59 [INFO] Found netvar: m_vecViewOffset => 0x108
22:03:59 [INFO] Found netvar: m_viewPunchAngle => 0x3030
22:03:59 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
22:03:59 [INFO] Found netvar: m_clrRender => 0x70
22:03:59 [INFO] Found netvar: m_bBombTicking => 0x2990
22:03:59 [INFO] Found netvar: m_bBombDefused => 0x29C0
22:03:59 [INFO] Found netvar: m_flC4Blow => 0x29A0
22:03:59 [INFO] Found netvar: m_hBombDefuser => 0x29C4
22:03:59 [INFO] Found netvar: m_flTimerLength => 0x29A4
22:03:59 [INFO] Found netvar: m_flDefuseLength => 0x29B8
22:03:59 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
22:03:59 [INFO] Found netvar: m_nBombSite => 0x2994
22:03:59 [INFO] Found netvar: cs_gamerules_data => 0x0
22:03:59 [INFO] Found netvar: m_SurvivalRules => 0xD00
22:03:59 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
22:03:59 [INFO] Found netvar: m_bIsValveDS => 0x7C
22:03:59 [INFO] Found netvar: m_bFreezePeriod => 0x20
22:03:59 [INFO] Found netvar: m_bBombPlanted => 0x9A5
22:03:59 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
22:03:59 [INFO] Found netvar: m_flSimulationTime => 0x268
22:03:59 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
22:03:59 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
22:03:59 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
22:03:59 [INFO] Found netvar: m_flNextAttack => 0x2D80
22:03:59 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
22:03:59 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
22:03:59 [INFO] Found netvar: m_bStartedArming => 0x3400
22:03:59 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
22:03:59 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
22:03:59 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
22:03:59 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
22:03:59 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
22:03:59 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
22:03:59 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
22:03:59 [INFO] Found netvar: m_nModelIndex => 0x258
22:03:59 [INFO] Finished netvar scanning: 94/94 items successful
